session,fn,idx,sex,audio_caption,emotion,text,Bio,aus,visual_caption
2,Ses02M_script01_1,58,F,Angry,neu,I just don't see why it has to be Annie.,"Speaker F appears to be analytical and detail-oriented, often asking precise questions and seeking clarification. This suggests a methodical approach to understanding or discussing topics. Additionally, there are moments where F seems slightly assertive, pushing for specific details or explanations, indicating a strong desire for precision in communication.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02M_script01_1,59,M,Male,neu,Because it is.,"Speaker M appears to be assertive and direct, often interrupting others or speaking over them. This could indicate a need for better active listening skills or an underlying confidence that sometimes overshadows others' contributions.","Inner Brow Raiser, Outer Brow Raiser, Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Stretcher, Jaw Drop",Nan
2,Ses02M_script01_1,60,F,Angry,neu,That's a good answer but it doesn't answer anything. I mean you haven't seen her since you went away to war it's five years.,"Speaker F appears to be analytical and detail-oriented, often asking precise questions and seeking clarification. This suggests a methodical approach to understanding or discussing topics. Additionally, there are moments where F seems slightly assertive, pushing for specific details or explanations, indicating a strong desire for precision in communication.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02M_script01_1,61,M,"The speaker is male, speaking English with a neutral mood.",neu,"I can't help it I know her best. I mean lived next door to her my whole life. These years when I think of a wife, I think of Annie.","Speaker M appears to be assertive and direct, often interrupting others or speaking over them. This could indicate a need for better active listening skills or an underlying confidence that sometimes overshadows others' contributions.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02M_script01_1,62,M,Male,neu,"What do you want, a diagram?","Speaker M appears to be assertive and direct, often interrupting others or speaking over them. This could indicate a need for better active listening skills or an underlying confidence that sometimes overshadows others' contributions.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02M_script01_1,63,F,Angry,neu,"I don't want a diagram. He thinks he's coming back. Chris, you marry this girl you're pronouncing him dead.","Speaker F appears to be analytical and detail-oriented, often asking precise questions and seeking clarification. This suggests a methodical approach to understanding or discussing topics. Additionally, there are moments where F seems slightly assertive, pushing for specific details or explanations, indicating a strong desire for precision in communication.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02M_script01_1,64,F,The speaker sounds sad.,neu,"Do you know what's going to happen to your father because I don't, see?","Speaker F appears to be analytical and detail-oriented, often asking precise questions and seeking clarification. This suggests a methodical approach to understanding or discussing topics. Additionally, there are moments where F seems slightly assertive, pushing for specific details or explanations, indicating a strong desire for precision in communication.","Inner Brow Raiser, Brow Lowerer, Lip Corner Depressor",Nan
2,Ses02M_script01_1,65,M,The speaker sounds like a male in his twenties speaking English.,neu,All right. All right. Mom.,"Speaker M appears to be assertive and direct, often interrupting others or speaking over them. This could indicate a need for better active listening skills or an underlying confidence that sometimes overshadows others' contributions.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02M_script01_1,66,F,The speaker sounds sad.,neu,Just give it some more thought.,"Speaker F appears to be analytical and detail-oriented, often asking precise questions and seeking clarification. This suggests a methodical approach to understanding or discussing topics. Additionally, there are moments where F seems slightly assertive, pushing for specific details or explanations, indicating a strong desire for precision in communication.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02M_script01_1,67,M,The speaker sounds sad.,neu,"I've given it three years of thought. I thought that if I waited, dad would forget about Larry and we could have a regular wedding and everything happy.","Speaker M appears to be assertive and direct, often interrupting others or speaking over them. This could indicate a need for better active listening skills or an underlying confidence that sometimes overshadows others' contributions.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
2,Ses02M_script01_1,68,M,The speaker sounds sad.,neu,"If I can't do that here well, then I'll have to get out.","Speaker M appears to be assertive and direct, often interrupting others or speaking over them. This could indicate a need for better active listening skills or an underlying confidence that sometimes overshadows others' contributions.","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
2,Ses02M_script01_1,69,F,Angry,neu,What the hell is this?,"Speaker F appears to be analytical and detail-oriented, often asking precise questions and seeking clarification. This suggests a methodical approach to understanding or discussing topics. Additionally, there are moments where F seems slightly assertive, pushing for specific details or explanations, indicating a strong desire for precision in communication.","Inner Brow Raiser, Brow Lowerer, Lip Corner Depressor",Nan
2,Ses02M_script01_1,70,M,The speaker sounds angry.,neu,"I'll get out. I'll get married and go live some place else, maybe New York.","Speaker M appears to be assertive and direct, often interrupting others or speaking over them. This could indicate a need for better active listening skills or an underlying confidence that sometimes overshadows others' contributions.","Inner Brow Raiser, Brow Lowerer, Lip Corner Depressor",Nan
2,Ses02M_script01_1,71,F,Angry,neu,"What the hell is this, are you crazy?","Speaker F appears to be analytical and detail-oriented, often asking precise questions and seeking clarification. This suggests a methodical approach to understanding or discussing topics. Additionally, there are moments where F seems slightly assertive, pushing for specific details or explanations, indicating a strong desire for precision in communication.","Inner Brow Raiser, Brow Lowerer, Lip Corner Depressor",Nan
2,Ses02M_script01_1,72,M,Angry,neu,"I've been a good son too long a good sucker, I'm through with it.","Speaker M appears to be assertive and direct, often interrupting others or speaking over them. This could indicate a need for better active listening skills or an underlying confidence that sometimes overshadows others' contributions.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02M_script01_1,73,F,Angry,neu,What about the business? What is this?,"Speaker F appears to be analytical and detail-oriented, often asking precise questions and seeking clarification. This suggests a methodical approach to understanding or discussing topics. Additionally, there are moments where F seems slightly assertive, pushing for specific details or explanations, indicating a strong desire for precision in communication.","Inner Brow Raiser, Brow Lowerer, Lip Corner Depressor",Nan
2,Ses02M_script01_1,74,M,Angry,neu,The business?  The business doesn't inspire me.,"Speaker M appears to be assertive and direct, often interrupting others or speaking over them. This could indicate a need for better active listening skills or an underlying confidence that sometimes overshadows others' contributions.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02M_script01_1,75,F,"The speaker sounds female, happy and with an neutral mood.",neu,Must you be inspired?,"Speaker F appears to be analytical and detail-oriented, often asking precise questions and seeking clarification. This suggests a methodical approach to understanding or discussing topics. Additionally, there are moments where F seems slightly assertive, pushing for specific details or explanations, indicating a strong desire for precision in communication.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02M_script01_1,76,M,Male,neu,"Yes, I like it and hour a day. If I'm going to grub for money all day long, at least in the evening I want it beautiful.","Speaker M appears to be assertive and direct, often interrupting others or speaking over them. This could indicate a need for better active listening skills or an underlying confidence that sometimes overshadows others' contributions.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02M_script01_1,77,M,The speaker sounds happy.,neu,I want a family; I want kids; I want something I can give myself to. Annie is in the middle of that. Now where do I find it?,"Speaker M appears to be assertive and direct, often interrupting others or speaking over them. This could indicate a need for better active listening skills or an underlying confidence that sometimes overshadows others' contributions.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02M_script01_1,78,F,Angry,neu,"Tell me, you'd leave the business?","Speaker F appears to be analytical and detail-oriented, often asking precise questions and seeking clarification. This suggests a methodical approach to understanding or discussing topics. Additionally, there are moments where F seems slightly assertive, pushing for specific details or explanations, indicating a strong desire for precision in communication.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02M_script01_1,79,M,"The speaker sounds male, around 40 years old, and speaks English with a neutral mood.",neu,"Yes, on this I would.","Speaker M appears to be assertive and direct, often interrupting others or speaking over them. This could indicate a need for better active listening skills or an underlying confidence that sometimes overshadows others' contributions.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02M_script01_1,80,F,The speaker sounds happy.,neu,"Well, you don't want to think like that.","Speaker F appears to be analytical and detail-oriented, often asking precise questions and seeking clarification. This suggests a methodical approach to understanding or discussing topics. Additionally, there are moments where F seems slightly assertive, pushing for specific details or explanations, indicating a strong desire for precision in communication.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02M_script01_1,81,M,"The speaker sounds male, within an adult age range, speaking English with a neutral mood.",neu,Then help me stay here.,"Speaker M appears to be assertive and direct, often interrupting others or speaking over them. This could indicate a need for better active listening skills or an underlying confidence that sometimes overshadows others' contributions.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02M_script01_1,82,F,The speaker sounds angry.,neu,"All right. But you don't want to be thinking like that 'cause otherwise what did we work for, I mean the whole thing is for you, Chris, the whole shooting match is for you.","Speaker F appears to be analytical and detail-oriented, often asking precise questions and seeking clarification. This suggests a methodical approach to understanding or discussing topics. Additionally, there are moments where F seems slightly assertive, pushing for specific details or explanations, indicating a strong desire for precision in communication.","Inner Brow Raiser, Brow Lowerer, Lip Corner Depressor",Nan
2,Ses02M_script01_1,83,M,The speaker sounds sad.,neu,I know I know mom. All right. Just help me stay here.,"Speaker M appears to be assertive and direct, often interrupting others or speaking over them. This could indicate a need for better active listening skills or an underlying confidence that sometimes overshadows others' contributions.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02M_script01_1,84,F,Angry,neu,Just don't go thinking that way.,"Speaker F appears to be analytical and detail-oriented, often asking precise questions and seeking clarification. This suggests a methodical approach to understanding or discussing topics. Additionally, there are moments where F seems slightly assertive, pushing for specific details or explanations, indicating a strong desire for precision in communication.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02M_script01_1,85,M,The speaker sounds happy.,neu,"Well, I am thinking that way.","Speaker M appears to be assertive and direct, often interrupting others or speaking over them. This could indicate a need for better active listening skills or an underlying confidence that sometimes overshadows others' contributions.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
2,Ses02M_script01_1,86,F,Angry,neu,"I don't understand you, do I?","Speaker F appears to be analytical and detail-oriented, often asking precise questions and seeking clarification. This suggests a methodical approach to understanding or discussing topics. Additionally, there are moments where F seems slightly assertive, pushing for specific details or explanations, indicating a strong desire for precision in communication.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
2,Ses02M_script01_1,87,M,The speaker sounds sad.,neu,"No, you don't. I'm a pretty tough guy.","Speaker M appears to be assertive and direct, often interrupting others or speaking over them. This could indicate a need for better active listening skills or an underlying confidence that sometimes overshadows others' contributions.","Inner Brow Raiser, Brow Lowerer, Lip Corner Depressor",Nan
2,Ses02M_script01_1,88,F,The speaker sounds sad.,neu,"Yea, I can see that.","Speaker F appears to be analytical and detail-oriented, often asking precise questions and seeking clarification. This suggests a methodical approach to understanding or discussing topics. Additionally, there are moments where F seems slightly assertive, pushing for specific details or explanations, indicating a strong desire for precision in communication.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02F_impro05,0,F,Angry,neu,"Hi, um, excuse me, I believe that the airline lost my baggage.","Speaker F appears to be a considerate and empathetic individual, often responding with supportive statements like ""That sounds tough"" and showing interest in others' feelings. This indicates a strong sense of emotional awareness and a willingness to engage positively with others. However, the limited context suggests there might also be moments of hesitation or reluctance in contributing more actively to the conversation.","Cheek Raiser, Lip Corner Puller",Nan
2,Ses02F_impro05,1,M,Neutral,neu,"Um, okay, it didn't--didn't come out on the carrousel--","Speaker M appears confident and assertive in the conversation, often taking the lead in initiating topics. They seem to have clear opinions and express them strongly. However, there's a slight tone of impatience when others speak, which might suggest some level of frustration or eagerness to move forward with their ideas.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
2,Ses02F_impro05,2,F,Neutral,neu,"No, it didn't. um It didn't come out and I don't see it anywhere around here, so what can you do about that?","Speaker F appears to be a considerate and empathetic individual, often responding with supportive statements like ""That sounds tough"" and showing interest in others' feelings. This indicates a strong sense of emotional awareness and a willingness to engage positively with others. However, the limited context suggests there might also be moments of hesitation or reluctance in contributing more actively to the conversation.","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
2,Ses02F_impro05,3,M,The speaker sounds sad.,neu,"Okay.  Um, well, unfortunately yeah there was a some- some problems with the--","Speaker M appears confident and assertive in the conversation, often taking the lead in initiating topics. They seem to have clear opinions and express them strongly. However, there's a slight tone of impatience when others speak, which might suggest some level of frustration or eagerness to move forward with their ideas.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
2,Ses02F_impro05,4,F,The speaker sounds angry.,neu,Some problems?  What is that supposed to mean?,"Speaker F appears to be a considerate and empathetic individual, often responding with supportive statements like ""That sounds tough"" and showing interest in others' feelings. This indicates a strong sense of emotional awareness and a willingness to engage positively with others. However, the limited context suggests there might also be moments of hesitation or reluctance in contributing more actively to the conversation.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
2,Ses02F_impro05,5,M,"The speaker sounds male, speaks English, and his mood is neutral.",neu,"Uh, well some-some of the bags were--were lost on the way over here. uh-","Speaker M appears confident and assertive in the conversation, often taking the lead in initiating topics. They seem to have clear opinions and express them strongly. However, there's a slight tone of impatience when others speak, which might suggest some level of frustration or eagerness to move forward with their ideas.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02F_impro05,6,F,Angry,neu,How do you lose a suitcase?  A huge suitcase?,"Speaker F appears to be a considerate and empathetic individual, often responding with supportive statements like ""That sounds tough"" and showing interest in others' feelings. This indicates a strong sense of emotional awareness and a willingness to engage positively with others. However, the limited context suggests there might also be moments of hesitation or reluctance in contributing more actively to the conversation.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
2,Ses02F_impro05,7,M,The speaker sounds sad.,neu,"You know, I mean, there's a lot of things that go on under the plane and sometimes, you know, that kind of things happen.","Speaker M appears confident and assertive in the conversation, often taking the lead in initiating topics. They seem to have clear opinions and express them strongly. However, there's a slight tone of impatience when others speak, which might suggest some level of frustration or eagerness to move forward with their ideas.","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
2,Ses02F_impro05,8,M,"The speaker sounds male, around 40 years old, speaking English with a neutral mood.",neu,"Uh, But, we are willing to reimburse you for the bag and and for the contents--","Speaker M appears confident and assertive in the conversation, often taking the lead in initiating topics. They seem to have clear opinions and express them strongly. However, there's a slight tone of impatience when others speak, which might suggest some level of frustration or eagerness to move forward with their ideas.","Inner Brow Raiser, Brow Lowerer, Lip Corner Depressor",Nan
2,Ses02F_impro05,9,F,"The speaker sounds male, speaks English, and his mood is neutral.",neu,How much?,"Speaker F appears to be a considerate and empathetic individual, often responding with supportive statements like ""That sounds tough"" and showing interest in others' feelings. This indicates a strong sense of emotional awareness and a willingness to engage positively with others. However, the limited context suggests there might also be moments of hesitation or reluctance in contributing more actively to the conversation.","Cheek Raiser, Lip Corner Puller",Nan
2,Ses02F_impro05,10,M,The speaker sounds neutral.,neu,"Um, we'd be willing to give you uh fifty dollars for--","Speaker M appears confident and assertive in the conversation, often taking the lead in initiating topics. They seem to have clear opinions and express them strongly. However, there's a slight tone of impatience when others speak, which might suggest some level of frustration or eagerness to move forward with their ideas.","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
2,Ses02F_impro05,11,F,The speaker sounds angry.,neu,"Fifty dollars?  For my suitcase?  I mean, the suitcase itself was like a hundred and fifty dollar just for the suitcase, but all the things inside, all my clothes, all my personal belongings, the sentimental value, not to mention, which is more-more than all of that together.","Speaker F appears to be a considerate and empathetic individual, often responding with supportive statements like ""That sounds tough"" and showing interest in others' feelings. This indicates a strong sense of emotional awareness and a willingness to engage positively with others. However, the limited context suggests there might also be moments of hesitation or reluctance in contributing more actively to the conversation.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02F_impro05,12,M,The speaker sounds sad.,neu,"Right.  Uh We realize, you know, that that it's a bad situation, but I'm sorry, there's nothing that we can really do.","Speaker M appears confident and assertive in the conversation, often taking the lead in initiating topics. They seem to have clear opinions and express them strongly. However, there's a slight tone of impatience when others speak, which might suggest some level of frustration or eagerness to move forward with their ideas.","Cheek Raiser, Lip Corner Puller",Nan
2,Ses02F_impro05,13,F,Angry,neu,"That's all, that's all, that's all you're going to do is just give me fifty dollars and say go have fun on your vacation without any of your stuff?","Speaker F appears to be a considerate and empathetic individual, often responding with supportive statements like ""That sounds tough"" and showing interest in others' feelings. This indicates a strong sense of emotional awareness and a willingness to engage positively with others. However, the limited context suggests there might also be moments of hesitation or reluctance in contributing more actively to the conversation.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02F_impro05,14,M,"The speaker sounds male, around 30 years old, speaking English with a neutral mood.",neu,"I think, um, maybe you can file a claim if you want and turn it in to our main office--","Speaker M appears confident and assertive in the conversation, often taking the lead in initiating topics. They seem to have clear opinions and express them strongly. However, there's a slight tone of impatience when others speak, which might suggest some level of frustration or eagerness to move forward with their ideas.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02F_impro05,15,F,Angry,neu,"Yes, yes, I would like to file a claim, but what are you gonna--I mean, is it just gonna show up magically out of nowhere?","Speaker F appears to be a considerate and empathetic individual, often responding with supportive statements like ""That sounds tough"" and showing interest in others' feelings. This indicates a strong sense of emotional awareness and a willingness to engage positively with others. However, the limited context suggests there might also be moments of hesitation or reluctance in contributing more actively to the conversation.","Inner Brow Raiser, Brow Lowerer, Lip Corner Depressor",Nan
2,Ses02F_impro05,16,M,"The speaker sounds male, within the age range of 26-40 years old, speaking English with a neutral mood.",neu,"Right.  No.  I mean they- they might--they might--if you-if you are argue the case more, maybe they'll reimburse you more, but, right now--","Speaker M appears confident and assertive in the conversation, often taking the lead in initiating topics. They seem to have clear opinions and express them strongly. However, there's a slight tone of impatience when others speak, which might suggest some level of frustration or eagerness to move forward with their ideas.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
2,Ses02F_impro05,17,F,Angry,neu,"I need my stuff.  It's--I need my stuff.  I mean, uh...","Speaker F appears to be a considerate and empathetic individual, often responding with supportive statements like ""That sounds tough"" and showing interest in others' feelings. This indicates a strong sense of emotional awareness and a willingness to engage positively with others. However, the limited context suggests there might also be moments of hesitation or reluctance in contributing more actively to the conversation.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
2,Ses02F_impro05,18,F,Angry,neu,Haven't you ever lost baggage?  I mean isn't there anything else you do?,"Speaker F appears to be a considerate and empathetic individual, often responding with supportive statements like ""That sounds tough"" and showing interest in others' feelings. This indicates a strong sense of emotional awareness and a willingness to engage positively with others. However, the limited context suggests there might also be moments of hesitation or reluctance in contributing more actively to the conversation.","Cheek Raiser, Lip Corner Puller",Nan
2,Ses02F_impro05,19,M,"The speaker sounds male, happy and his speech is in English.",neu,"Yes, I know. I know-. It's It's frustrating.  Unfortunately though-- um","Speaker M appears confident and assertive in the conversation, often taking the lead in initiating topics. They seem to have clear opinions and express them strongly. However, there's a slight tone of impatience when others speak, which might suggest some level of frustration or eagerness to move forward with their ideas.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
2,Ses02F_impro05,20,F,Angry,neu,"Because you don't seem to care very much, you know.","Speaker F appears to be a considerate and empathetic individual, often responding with supportive statements like ""That sounds tough"" and showing interest in others' feelings. This indicates a strong sense of emotional awareness and a willingness to engage positively with others. However, the limited context suggests there might also be moments of hesitation or reluctance in contributing more actively to the conversation.","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
2,Ses02F_impro05,21,M,"The speaker sounds male, between 26-40 years old, speaking English with a neutral mood.",neu,"By checking your bags, you--you, you know- admit to the liability that's- that's at risk--","Speaker M appears confident and assertive in the conversation, often taking the lead in initiating topics. They seem to have clear opinions and express them strongly. However, there's a slight tone of impatience when others speak, which might suggest some level of frustration or eagerness to move forward with their ideas.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02F_impro05,22,F,Angry,neu,I didn't sign anything.,"Speaker F appears to be a considerate and empathetic individual, often responding with supportive statements like ""That sounds tough"" and showing interest in others' feelings. This indicates a strong sense of emotional awareness and a willingness to engage positively with others. However, the limited context suggests there might also be moments of hesitation or reluctance in contributing more actively to the conversation.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02F_impro05,23,M,The speaker sounds happy.,neu,"Right, well, by checking in your bags, you agreed to, you know, at the will of the--","Speaker M appears confident and assertive in the conversation, often taking the lead in initiating topics. They seem to have clear opinions and express them strongly. However, there's a slight tone of impatience when others speak, which might suggest some level of frustration or eagerness to move forward with their ideas.","Cheek Raiser, Lip Corner Puller",Nan
2,Ses02F_impro05,24,F,Angry,neu,"I didn't agree.  [GARBAGE] I paid the airline to take care of things for me.  When you pay for something, there should be some sort of guarantee that it's gonna come through.","Speaker F appears to be a considerate and empathetic individual, often responding with supportive statements like ""That sounds tough"" and showing interest in others' feelings. This indicates a strong sense of emotional awareness and a willingness to engage positively with others. However, the limited context suggests there might also be moments of hesitation or reluctance in contributing more actively to the conversation.","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
2,Ses02F_impro05,25,M,"The speaker sounds male, speaks English, and his mood is neutral.",neu,"You paid for the flight and then your bags were checked at--it's a service that the airline provides for us.  So so, really, it's really the risk was taken and, I'm sorry, but there's really nothing else we can do.  So do you want--do you want the reimbursement?","Speaker M appears confident and assertive in the conversation, often taking the lead in initiating topics. They seem to have clear opinions and express them strongly. However, there's a slight tone of impatience when others speak, which might suggest some level of frustration or eagerness to move forward with their ideas.","Inner Brow Raiser, Brow Lowerer, Lip Corner Depressor",Nan
2,Ses02F_impro05,26,F,The speaker sounds angry.,neu,"[BREATHING] Well, sure, yeah, I guess I'll go buy dinner and then be--have nothing for the rest of my entire vacation.  I'm supposed to be here for three weeks.  What am I gonna do without anything for three weeks?","Speaker F appears to be a considerate and empathetic individual, often responding with supportive statements like ""That sounds tough"" and showing interest in others' feelings. This indicates a strong sense of emotional awareness and a willingness to engage positively with others. However, the limited context suggests there might also be moments of hesitation or reluctance in contributing more actively to the conversation.","Inner Brow Raiser, Outer Brow Raiser, Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Stretcher, Jaw Drop",Nan
2,Ses02F_impro05,27,M,"The speaker sounds English, male and his mood seems neutral.",neu,"Well, there are-there are some shops here in- in the airport--","Speaker M appears confident and assertive in the conversation, often taking the lead in initiating topics. They seem to have clear opinions and express them strongly. However, there's a slight tone of impatience when others speak, which might suggest some level of frustration or eagerness to move forward with their ideas.","Cheek Raiser, Lip Corner Puller",Nan
2,Ses02F_impro05,28,F,Angry,neu,But fifty dollars isn't going to get me anything.,"Speaker F appears to be a considerate and empathetic individual, often responding with supportive statements like ""That sounds tough"" and showing interest in others' feelings. This indicates a strong sense of emotional awareness and a willingness to engage positively with others. However, the limited context suggests there might also be moments of hesitation or reluctance in contributing more actively to the conversation.","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
2,Ses02F_impro05,29,M,The speaker sounds neutral.,neu,"No, um, like I said you can file a claim and, uh, maybe get reimbursed for more-- you","Speaker M appears confident and assertive in the conversation, often taking the lead in initiating topics. They seem to have clear opinions and express them strongly. However, there's a slight tone of impatience when others speak, which might suggest some level of frustration or eagerness to move forward with their ideas.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02F_impro05,30,F,The speaker sounds angry.,neu,Isn't there anything else you can do?,"Speaker F appears to be a considerate and empathetic individual, often responding with supportive statements like ""That sounds tough"" and showing interest in others' feelings. This indicates a strong sense of emotional awareness and a willingness to engage positively with others. However, the limited context suggests there might also be moments of hesitation or reluctance in contributing more actively to the conversation.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02F_impro05,31,M,"The speaker sounds female, around 40 years old, speaking English with a neutral mood.",neu,probably even talk to--,"Speaker M appears confident and assertive in the conversation, often taking the lead in initiating topics. They seem to have clear opinions and express them strongly. However, there's a slight tone of impatience when others speak, which might suggest some level of frustration or eagerness to move forward with their ideas.","Cheek Raiser, Lip Corner Puller",Nan
2,Ses02F_impro05,32,F,The speaker sounds angry.,neu,"I mean, is there somebody you can call?  Or the guy that put the stuff on the--on the plane.  I mean, are they--they must be really irresponsible to have just disappeared my baggage.  I mean, did it get stolen?","Speaker F appears to be a considerate and empathetic individual, often responding with supportive statements like ""That sounds tough"" and showing interest in others' feelings. This indicates a strong sense of emotional awareness and a willingness to engage positively with others. However, the limited context suggests there might also be moments of hesitation or reluctance in contributing more actively to the conversation.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02F_impro05,33,M,"The speaker sounds male, around 40 years old, speaking English with a neutral mood.",neu,"Right, that--that gets taken care of-- That gets taken care of.  We get we do, you know, we investigate those and just make sure that um- they're not doing their own thing with them so--uh","Speaker M appears confident and assertive in the conversation, often taking the lead in initiating topics. They seem to have clear opinions and express them strongly. However, there's a slight tone of impatience when others speak, which might suggest some level of frustration or eagerness to move forward with their ideas.","Inner Brow Raiser, Outer Brow Raiser, Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Stretcher, Jaw Drop",Nan
2,Ses02F_impro05,35,F,Angry,neu,"Yeah, I'm sure you -- You're like, hmm, do you take baggage?  No.  Oh, okay, thanks.  Great.  I mean how--","Speaker F appears to be a considerate and empathetic individual, often responding with supportive statements like ""That sounds tough"" and showing interest in others' feelings. This indicates a strong sense of emotional awareness and a willingness to engage positively with others. However, the limited context suggests there might also be moments of hesitation or reluctance in contributing more actively to the conversation.","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
2,Ses02F_impro05,36,M,Neutral,neu,but Unfortunately sometimes is--,"Speaker M appears confident and assertive in the conversation, often taking the lead in initiating topics. They seem to have clear opinions and express them strongly. However, there's a slight tone of impatience when others speak, which might suggest some level of frustration or eagerness to move forward with their ideas.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
2,Ses02F_impro05,37,M,Neutral,neu,"Well, that's--that's what I'm saying--","Speaker M appears confident and assertive in the conversation, often taking the lead in initiating topics. They seem to have clear opinions and express them strongly. However, there's a slight tone of impatience when others speak, which might suggest some level of frustration or eagerness to move forward with their ideas.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02F_impro05,38,F,The speaker is female with an angry mood.,neu,There needs to be better security here.,"Speaker F appears to be a considerate and empathetic individual, often responding with supportive statements like ""That sounds tough"" and showing interest in others' feelings. This indicates a strong sense of emotional awareness and a willingness to engage positively with others. However, the limited context suggests there might also be moments of hesitation or reluctance in contributing more actively to the conversation.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
2,Ses02F_impro05,39,M,"The speaker sounds male, around 30 years old, speaking English with a neutral mood.",neu,"Okay.  Well that that could be something that you put on on the claim--on on the complaint form if you want.  And provide us with your information while you're here and then, maybe, if it turns up, then we'll send it right over.","Speaker M appears confident and assertive in the conversation, often taking the lead in initiating topics. They seem to have clear opinions and express them strongly. However, there's a slight tone of impatience when others speak, which might suggest some level of frustration or eagerness to move forward with their ideas.","Cheek Raiser, Lip Corner Puller",Nan
